2019-06-17 18:13:13,155 INFO - helpers.log_helper - Completed configuring logger.
2019-06-17 18:13:48,870 INFO - __main__ - Completed generating dataset.
2019-06-17 18:13:48,871 INFO - __main__ - Dataset info: {'X_train_np.shape': (825309, 672), 'y_train_np.shape': (825309, 5), 'X_val_np.shape': (275103, 672), 'y_val_np.shape': (275103, 5), 'X_test_np.shape': (276432, 672), 'y_test_np.shape': (276432, 5)}
2019-06-17 18:13:52,535 INFO - models.multi_lightgbm - Finished building model.
2019-06-17 18:13:52,536 INFO - models.multi_lightgbm - Model summary:
2019-06-17 18:13:52,537 INFO - models.multi_lightgbm - 1-th regressor: 
LGBMRegressor(bagging_fraction=0.8, bagging_freq=0, boosting_type='gbdt',
       class_weight=None, colsample_bytree=1.0, feature_fraction=0.8,
       importance_type='split', learning_rate=0.007, max_depth=10,
       min_child_samples=25, min_child_weight=0.001, min_split_gain=0.0,
       min_sum_hessian_in_leaf=0.002, n_estimators=100, n_jobs=-1,
       num_boost_round=2500, num_leaves=256, objective=None,
       random_state=None, reg_alpha=0.01, reg_lambda=0.01, silent=True,
       subsample=1.0, subsample_for_bin=200000, subsample_freq=0)
2019-06-17 18:13:52,538 INFO - models.multi_lightgbm - 2-th regressor: 
LGBMRegressor(bagging_fraction=0.8, bagging_freq=0, boosting_type='gbdt',
       class_weight=None, colsample_bytree=1.0, feature_fraction=0.8,
       importance_type='split', learning_rate=0.007, max_depth=10,
       min_child_samples=25, min_child_weight=0.001, min_split_gain=0.0,
       min_sum_hessian_in_leaf=0.002, n_estimators=100, n_jobs=-1,
       num_boost_round=2500, num_leaves=256, objective=None,
       random_state=None, reg_alpha=0.01, reg_lambda=0.01, silent=True,
       subsample=1.0, subsample_for_bin=200000, subsample_freq=0)
2019-06-17 18:13:52,539 INFO - models.multi_lightgbm - 3-th regressor: 
LGBMRegressor(bagging_fraction=0.8, bagging_freq=0, boosting_type='gbdt',
       class_weight=None, colsample_bytree=1.0, feature_fraction=0.8,
       importance_type='split', learning_rate=0.007, max_depth=10,
       min_child_samples=25, min_child_weight=0.001, min_split_gain=0.0,
       min_sum_hessian_in_leaf=0.002, n_estimators=100, n_jobs=-1,
       num_boost_round=2500, num_leaves=256, objective=None,
       random_state=None, reg_alpha=0.01, reg_lambda=0.01, silent=True,
       subsample=1.0, subsample_for_bin=200000, subsample_freq=0)
2019-06-17 18:13:52,539 INFO - models.multi_lightgbm - 4-th regressor: 
LGBMRegressor(bagging_fraction=0.8, bagging_freq=0, boosting_type='gbdt',
       class_weight=None, colsample_bytree=1.0, feature_fraction=0.8,
       importance_type='split', learning_rate=0.007, max_depth=10,
       min_child_samples=25, min_child_weight=0.001, min_split_gain=0.0,
       min_sum_hessian_in_leaf=0.002, n_estimators=100, n_jobs=-1,
       num_boost_round=2500, num_leaves=256, objective=None,
       random_state=None, reg_alpha=0.01, reg_lambda=0.01, silent=True,
       subsample=1.0, subsample_for_bin=200000, subsample_freq=0)
2019-06-17 18:13:52,540 INFO - models.multi_lightgbm - 5-th regressor: 
LGBMRegressor(bagging_fraction=0.8, bagging_freq=0, boosting_type='gbdt',
       class_weight=None, colsample_bytree=1.0, feature_fraction=0.8,
       importance_type='split', learning_rate=0.007, max_depth=10,
       min_child_samples=25, min_child_weight=0.001, min_split_gain=0.0,
       min_sum_hessian_in_leaf=0.002, n_estimators=100, n_jobs=-1,
       num_boost_round=2500, num_leaves=256, objective=None,
       random_state=None, reg_alpha=0.01, reg_lambda=0.01, silent=True,
       subsample=1.0, subsample_for_bin=200000, subsample_freq=0)
2019-06-17 18:13:52,545 INFO - trainers.multi_lightgbm_trainer - Started training for the 1-th regressor.
[1]	valid_0's rmse: 0.138556	valid_0's l2: 0.0191977
[1467]	valid_0's rmse: 0.0332246	valid_0's l2: 0.00110387
[1468]	valid_0's rmse: 0.0332244	valid_0's l2: 0.00110386
[1469]	valid_0's rmse: 0.0332244	valid_0's l2: 0.00110386
[1470]	valid_0's rmse: 0.0332243	valid_0's l2: 0.00110386
[1471]	valid_0's rmse: 0.0332242	valid_0's l2: 0.00110385
[1472]	valid_0's rmse: 0.033224	valid_0's l2: 0.00110384
[1473]	valid_0's rmse: 0.0332238	valid_0's l2: 0.00110382
[1474]	valid_0's rmse: 0.0332237	valid_0's l2: 0.00110381
[1475]	valid_0's rmse: 0.033224	valid_0's l2: 0.00110384
[1476]	valid_0's rmse: 0.0332241	valid_0's l2: 0.00110384
[1477]	valid_0's rmse: 0.0332237	valid_0's l2: 0.00110382
[1478]	valid_0's rmse: 0.0332234	valid_0's l2: 0.0011038
[1479]	valid_0's rmse: 0.0332236	valid_0's l2: 0.00110381
[1480]	valid_0's rmse: 0.0332232	valid_0's l2: 0.00110378
[1481]	valid_0's rmse: 0.0332231	valid_0's l2: 0.00110378
[1482]	valid_0's rmse: 0.033223	valid_0's l2: 0.00110377
[1483]	valid_0's rmse: 0.0332228	valid_0's l2: 0.00110376
[1484]	valid_0's rmse: 0.0332225	valid_0's l2: 0.00110374
[1485]	valid_0's rmse: 0.0332222	valid_0's l2: 0.00110371
[1486]	valid_0's rmse: 0.0332221	valid_0's l2: 0.00110371
[1487]	valid_0's rmse: 0.0332215	valid_0's l2: 0.00110367
[1488]	valid_0's rmse: 0.0332214	valid_0's l2: 0.00110366
[1489]	valid_0's rmse: 0.0332215	valid_0's l2: 0.00110367
[1490]	valid_0's rmse: 0.0332214	valid_0's l2: 0.00110366
[1491]	valid_0's rmse: 0.0332213	valid_0's l2: 0.00110365
[1492]	valid_0's rmse: 0.0332214	valid_0's l2: 0.00110366
[1493]	valid_0's rmse: 0.0332209	valid_0's l2: 0.00110363
[1494]	valid_0's rmse: 0.0332208	valid_0's l2: 0.00110362
[1495]	valid_0's rmse: 0.0332205	valid_0's l2: 0.0011036
[1496]	valid_0's rmse: 0.0332207	valid_0's l2: 0.00110361
[1497]	valid_0's rmse: 0.0332206	valid_0's l2: 0.00110361
[1498]	valid_0's rmse: 0.0332204	valid_0's l2: 0.00110359
[1499]	valid_0's rmse: 0.0332205	valid_0's l2: 0.0011036
[1500]	valid_0's rmse: 0.0332202	valid_0's l2: 0.00110358
[1501]	valid_0's rmse: 0.0332202	valid_0's l2: 0.00110358
[1502]	valid_0's rmse: 0.0332201	valid_0's l2: 0.00110357
[1503]	valid_0's rmse: 0.0332201	valid_0's l2: 0.00110357
[1504]	valid_0's rmse: 0.03322	valid_0's l2: 0.00110357
[1505]	valid_0's rmse: 0.0332197	valid_0's l2: 0.00110355
[1506]	valid_0's rmse: 0.0332198	valid_0's l2: 0.00110356
[1507]	valid_0's rmse: 0.0332196	valid_0's l2: 0.00110355
[1508]	valid_0's rmse: 0.0332193	valid_0's l2: 0.00110352
[1509]	valid_0's rmse: 0.0332191	valid_0's l2: 0.00110351
[1510]	valid_0's rmse: 0.0332188	valid_0's l2: 0.00110349
[1511]	valid_0's rmse: 0.0332185	valid_0's l2: 0.00110347
[1512]	valid_0's rmse: 0.0332182	valid_0's l2: 0.00110345
[1513]	valid_0's rmse: 0.033218	valid_0's l2: 0.00110344
[1514]	valid_0's rmse: 0.033218	valid_0's l2: 0.00110343
[1515]	valid_0's rmse: 0.0332174	valid_0's l2: 0.00110339
[1516]	valid_0's rmse: 0.0332174	valid_0's l2: 0.00110339
[1517]	valid_0's rmse: 0.0332173	valid_0's l2: 0.00110339
[1518]	valid_0's rmse: 0.0332174	valid_0's l2: 0.0011034
[1519]	valid_0's rmse: 0.033217	valid_0's l2: 0.00110337
[1520]	valid_0's rmse: 0.0332167	valid_0's l2: 0.00110335
[1521]	valid_0's rmse: 0.0332168	valid_0's l2: 0.00110335
[1522]	valid_0's rmse: 0.0332169	valid_0's l2: 0.00110337
[1523]	valid_0's rmse: 0.0332168	valid_0's l2: 0.00110336
[1524]	valid_0's rmse: 0.0332165	valid_0's l2: 0.00110333
[1525]	valid_0's rmse: 0.0332163	valid_0's l2: 0.00110332
[1526]	valid_0's rmse: 0.0332161	valid_0's l2: 0.00110331
[1527]	valid_0's rmse: 0.0332162	valid_0's l2: 0.00110331
[1528]	valid_0's rmse: 0.0332161	valid_0's l2: 0.00110331
[1529]	valid_0's rmse: 0.033216	valid_0's l2: 0.0011033
[1530]	valid_0's rmse: 0.033216	valid_0's l2: 0.0011033
[1531]	valid_0's rmse: 0.0332158	valid_0's l2: 0.00110329
[1532]	valid_0's rmse: 0.0332154	valid_0's l2: 0.00110326
[1533]	valid_0's rmse: 0.0332154	valid_0's l2: 0.00110326
[1534]	valid_0's rmse: 0.0332152	valid_0's l2: 0.00110325
[1535]	valid_0's rmse: 0.0332152	valid_0's l2: 0.00110325
[1536]	valid_0's rmse: 0.0332152	valid_0's l2: 0.00110325
[1537]	valid_0's rmse: 0.0332145	valid_0's l2: 0.0011032
[1538]	valid_0's rmse: 0.0332147	valid_0's l2: 0.00110322
[1539]	valid_0's rmse: 0.0332146	valid_0's l2: 0.00110321
[1540]	valid_0's rmse: 0.0332139	valid_0's l2: 0.00110317
[1541]	valid_0's rmse: 0.0332135	valid_0's l2: 0.00110314
[1542]	valid_0's rmse: 0.0332136	valid_0's l2: 0.00110314
[1543]	valid_0's rmse: 0.0332134	valid_0's l2: 0.00110313
[1544]	valid_0's rmse: 0.0332134	valid_0's l2: 0.00110313
[1545]	valid_0's rmse: 0.0332132	valid_0's l2: 0.00110311
[1546]	valid_0's rmse: 0.0332131	valid_0's l2: 0.00110311
[1547]	valid_0's rmse: 0.0332129	valid_0's l2: 0.00110309
[1548]	valid_0's rmse: 0.0332134	valid_0's l2: 0.00110313
[1549]	valid_0's rmse: 0.033213	valid_0's l2: 0.0011031
[1550]	valid_0's rmse: 0.0332129	valid_0's l2: 0.00110309
[1551]	valid_0's rmse: 0.0332129	valid_0's l2: 0.0011031
[1552]	valid_0's rmse: 0.0332127	valid_0's l2: 0.00110309
[1553]	valid_0's rmse: 0.0332126	valid_0's l2: 0.00110307
[1554]	valid_0's rmse: 0.0332122	valid_0's l2: 0.00110305
[1555]	valid_0's rmse: 0.0332121	valid_0's l2: 0.00110305
[1556]	valid_0's rmse: 0.0332118	valid_0's l2: 0.00110302
[1557]	valid_0's rmse: 0.0332116	valid_0's l2: 0.00110301
[1558]	valid_0's rmse: 0.0332115	valid_0's l2: 0.001103
[1559]	valid_0's rmse: 0.0332113	valid_0's l2: 0.00110299
[1560]	valid_0's rmse: 0.0332117	valid_0's l2: 0.00110302
[1561]	valid_0's rmse: 0.0332117	valid_0's l2: 0.00110301
[1562]	valid_0's rmse: 0.0332118	valid_0's l2: 0.00110302
[1563]	valid_0's rmse: 0.0332116	valid_0's l2: 0.00110301
[1564]	valid_0's rmse: 0.0332114	valid_0's l2: 0.001103
[1565]	valid_0's rmse: 0.0332112	valid_0's l2: 0.00110299
[1566]	valid_0's rmse: 0.0332113	valid_0's l2: 0.00110299
[1567]	valid_0's rmse: 0.0332113	valid_0's l2: 0.00110299
[1568]	valid_0's rmse: 0.0332112	valid_0's l2: 0.00110298
[1569]	valid_0's rmse: 0.033211	valid_0's l2: 0.00110297
[1570]	valid_0's rmse: 0.0332108	valid_0's l2: 0.00110296
[1571]	valid_0's rmse: 0.033211	valid_0's l2: 0.00110297
[1572]	valid_0's rmse: 0.0332107	valid_0's l2: 0.00110295
[1573]	valid_0's rmse: 0.0332109	valid_0's l2: 0.00110296
[1574]	valid_0's rmse: 0.0332107	valid_0's l2: 0.00110295
[1575]	valid_0's rmse: 0.0332108	valid_0's l2: 0.00110296
[1576]	valid_0's rmse: 0.0332109	valid_0's l2: 0.00110296
[1577]	valid_0's rmse: 0.0332104	valid_0's l2: 0.00110293
[1578]	valid_0's rmse: 0.0332102	valid_0's l2: 0.00110292
[1579]	valid_0's rmse: 0.03321	valid_0's l2: 0.0011029
[1580]	valid_0's rmse: 0.0332099	valid_0's l2: 0.0011029
[1581]	valid_0's rmse: 0.0332102	valid_0's l2: 0.00110292
[1582]	valid_0's rmse: 0.03321	valid_0's l2: 0.0011029
[1583]	valid_0's rmse: 0.03321	valid_0's l2: 0.0011029
[1584]	valid_0's rmse: 0.03321	valid_0's l2: 0.0011029
[1585]	valid_0's rmse: 0.0332099	valid_0's l2: 0.0011029
[1586]	valid_0's rmse: 0.0332096	valid_0's l2: 0.00110288
[1587]	valid_0's rmse: 0.0332098	valid_0's l2: 0.00110289
[1588]	valid_0's rmse: 0.0332097	valid_0's l2: 0.00110289
[1589]	valid_0's rmse: 0.0332096	valid_0's l2: 0.00110288
[1590]	valid_0's rmse: 0.0332093	valid_0's l2: 0.00110286
[1591]	valid_0's rmse: 0.0332092	valid_0's l2: 0.00110285
[1592]	valid_0's rmse: 0.0332092	valid_0's l2: 0.00110285
[1593]	valid_0's rmse: 0.033209	valid_0's l2: 0.00110284
[1594]	valid_0's rmse: 0.033209	valid_0's l2: 0.00110283
[1595]	valid_0's rmse: 0.0332089	valid_0's l2: 0.00110283
[1596]	valid_0's rmse: 0.0332086	valid_0's l2: 0.00110281
[1597]	valid_0's rmse: 0.0332086	valid_0's l2: 0.00110281
[1598]	valid_0's rmse: 0.033209	valid_0's l2: 0.00110284
[1599]	valid_0's rmse: 0.0332088	valid_0's l2: 0.00110282
[1600]	valid_0's rmse: 0.0332088	valid_0's l2: 0.00110283
[1601]	valid_0's rmse: 0.0332086	valid_0's l2: 0.00110281
[1602]	valid_0's rmse: 0.0332086	valid_0's l2: 0.00110281
[1603]	valid_0's rmse: 0.0332084	valid_0's l2: 0.0011028
[1604]	valid_0's rmse: 0.0332082	valid_0's l2: 0.00110278
[1605]	valid_0's rmse: 0.0332078	valid_0's l2: 0.00110276
[1606]	valid_0's rmse: 0.0332075	valid_0's l2: 0.00110274
[1607]	valid_0's rmse: 0.0332075	valid_0's l2: 0.00110274
[1608]	valid_0's rmse: 0.0332077	valid_0's l2: 0.00110275
[1609]	valid_0's rmse: 0.0332077	valid_0's l2: 0.00110275
[1610]	valid_0's rmse: 0.0332074	valid_0's l2: 0.00110273
[1611]	valid_0's rmse: 0.0332072	valid_0's l2: 0.00110272
[1612]	valid_0's rmse: 0.0332071	valid_0's l2: 0.00110271
[1613]	valid_0's rmse: 0.0332072	valid_0's l2: 0.00110272
[1614]	valid_0's rmse: 0.033207	valid_0's l2: 0.00110271
[1615]	valid_0's rmse: 0.033207	valid_0's l2: 0.0011027
[1616]	valid_0's rmse: 0.0332069	valid_0's l2: 0.0011027
[1617]	valid_0's rmse: 0.0332071	valid_0's l2: 0.00110271
[1618]	valid_0's rmse: 0.0332069	valid_0's l2: 0.0011027
[1619]	valid_0's rmse: 0.0332071	valid_0's l2: 0.00110271
[1620]	valid_0's rmse: 0.0332072	valid_0's l2: 0.00110272
[1621]	valid_0's rmse: 0.0332075	valid_0's l2: 0.00110274
[1622]	valid_0's rmse: 0.0332075	valid_0's l2: 0.00110274
[1623]	valid_0's rmse: 0.0332074	valid_0's l2: 0.00110273
[1624]	valid_0's rmse: 0.0332077	valid_0's l2: 0.00110275
[1625]	valid_0's rmse: 0.0332074	valid_0's l2: 0.00110273
[1626]	valid_0's rmse: 0.0332073	valid_0's l2: 0.00110273
[1627]	valid_0's rmse: 0.033207	valid_0's l2: 0.00110271
[1628]	valid_0's rmse: 0.0332068	valid_0's l2: 0.00110269
[1629]	valid_0's rmse: 0.033207	valid_0's l2: 0.00110271
[1630]	valid_0's rmse: 0.0332072	valid_0's l2: 0.00110272
[1631]	valid_0's rmse: 0.0332072	valid_0's l2: 0.00110272
[1632]	valid_0's rmse: 0.0332069	valid_0's l2: 0.0011027
[1633]	valid_0's rmse: 0.0332066	valid_0's l2: 0.00110268
[1634]	valid_0's rmse: 0.0332063	valid_0's l2: 0.00110266
[1635]	valid_0's rmse: 0.0332063	valid_0's l2: 0.00110266
[1636]	valid_0's rmse: 0.0332063	valid_0's l2: 0.00110266
[1637]	valid_0's rmse: 0.0332057	valid_0's l2: 0.00110262
[1638]	valid_0's rmse: 0.0332056	valid_0's l2: 0.00110261
[1639]	valid_0's rmse: 0.0332059	valid_0's l2: 0.00110263
[1640]	valid_0's rmse: 0.033206	valid_0's l2: 0.00110264
[1641]	valid_0's rmse: 0.0332058	valid_0's l2: 0.00110262
[1642]	valid_0's rmse: 0.0332057	valid_0's l2: 0.00110262
[1643]	valid_0's rmse: 0.0332054	valid_0's l2: 0.0011026
[1644]	valid_0's rmse: 0.0332052	valid_0's l2: 0.00110259
[1645]	valid_0's rmse: 0.0332053	valid_0's l2: 0.00110259
[1646]	valid_0's rmse: 0.0332051	valid_0's l2: 0.00110258
[1647]	valid_0's rmse: 0.033205	valid_0's l2: 0.00110257
[1648]	valid_0's rmse: 0.033205	valid_0's l2: 0.00110257
[1649]	valid_0's rmse: 0.033205	valid_0's l2: 0.00110257
[1650]	valid_0's rmse: 0.0332053	valid_0's l2: 0.00110259
[1651]	valid_0's rmse: 0.0332052	valid_0's l2: 0.00110259
[1652]	valid_0's rmse: 0.0332052	valid_0's l2: 0.00110259
[1653]	valid_0's rmse: 0.0332051	valid_0's l2: 0.00110258
[1654]	valid_0's rmse: 0.0332049	valid_0's l2: 0.00110257
[1655]	valid_0's rmse: 0.0332049	valid_0's l2: 0.00110257
[1656]	valid_0's rmse: 0.0332052	valid_0's l2: 0.00110259
[1657]	valid_0's rmse: 0.0332053	valid_0's l2: 0.00110259
[1658]	valid_0's rmse: 0.0332051	valid_0's l2: 0.00110258
[1659]	valid_0's rmse: 0.0332052	valid_0's l2: 0.00110259
[1660]	valid_0's rmse: 0.0332052	valid_0's l2: 0.00110259
[1661]	valid_0's rmse: 0.0332053	valid_0's l2: 0.00110259
[1662]	valid_0's rmse: 0.0332053	valid_0's l2: 0.00110259
[1663]	valid_0's rmse: 0.0332051	valid_0's l2: 0.00110258
[1664]	valid_0's rmse: 0.033205	valid_0's l2: 0.00110257
[1665]	valid_0's rmse: 0.0332051	valid_0's l2: 0.00110258
[1666]	valid_0's rmse: 0.0332051	valid_0's l2: 0.00110258
[1667]	valid_0's rmse: 0.0332051	valid_0's l2: 0.00110258
[1668]	valid_0's rmse: 0.0332051	valid_0's l2: 0.00110258
[1669]	valid_0's rmse: 0.033205	valid_0's l2: 0.00110257
[1670]	valid_0's rmse: 0.0332051	valid_0's l2: 0.00110258
[1671]	valid_0's rmse: 0.0332045	valid_0's l2: 0.00110254
[1672]	valid_0's rmse: 0.0332044	valid_0's l2: 0.00110253
[1673]	valid_0's rmse: 0.0332042	valid_0's l2: 0.00110252
[1674]	valid_0's rmse: 0.0332041	valid_0's l2: 0.00110251
[1675]	valid_0's rmse: 0.0332039	valid_0's l2: 0.0011025
[1676]	valid_0's rmse: 0.0332038	valid_0's l2: 0.00110249
[1677]	valid_0's rmse: 0.033204	valid_0's l2: 0.0011025
[1678]	valid_0's rmse: 0.0332041	valid_0's l2: 0.00110251
[1679]	valid_0's rmse: 0.0332039	valid_0's l2: 0.0011025
[1680]	valid_0's rmse: 0.0332039	valid_0's l2: 0.0011025
[1681]	valid_0's rmse: 0.0332036	valid_0's l2: 0.00110248
[1682]	valid_0's rmse: 0.0332038	valid_0's l2: 0.00110249
[1683]	valid_0's rmse: 0.0332037	valid_0's l2: 0.00110248
[1684]	valid_0's rmse: 0.0332039	valid_0's l2: 0.0011025
[1685]	valid_0's rmse: 0.0332039	valid_0's l2: 0.0011025
[1686]	valid_0's rmse: 0.0332038	valid_0's l2: 0.00110249
[1687]	valid_0's rmse: 0.0332037	valid_0's l2: 0.00110249
[1688]	valid_0's rmse: 0.0332039	valid_0's l2: 0.0011025
[1689]	valid_0's rmse: 0.033204	valid_0's l2: 0.0011025
[1690]	valid_0's rmse: 0.0332039	valid_0's l2: 0.0011025
[1691]	valid_0's rmse: 0.0332038	valid_0's l2: 0.00110249
[1692]	valid_0's rmse: 0.0332036	valid_0's l2: 0.00110248
[1693]	valid_0's rmse: 0.0332034	valid_0's l2: 0.00110247
[1694]	valid_0's rmse: 0.0332034	valid_0's l2: 0.00110246
[1695]	valid_0's rmse: 0.0332032	valid_0's l2: 0.00110245
[1696]	valid_0's rmse: 0.0332031	valid_0's l2: 0.00110244
[1697]	valid_0's rmse: 0.0332028	valid_0's l2: 0.00110243
[1698]	valid_0's rmse: 0.0332028	valid_0's l2: 0.00110243
[1699]	valid_0's rmse: 0.0332029	valid_0's l2: 0.00110243
[1700]	valid_0's rmse: 0.0332028	valid_0's l2: 0.00110243
[1701]	valid_0's rmse: 0.0332028	valid_0's l2: 0.00110242
[1702]	valid_0's rmse: 0.0332026	valid_0's l2: 0.00110241
[1703]	valid_0's rmse: 0.0332024	valid_0's l2: 0.0011024
[1704]	valid_0's rmse: 0.0332023	valid_0's l2: 0.00110239
[1705]	valid_0's rmse: 0.0332023	valid_0's l2: 0.00110239
[1706]	valid_0's rmse: 0.0332021	valid_0's l2: 0.00110238
[1707]	valid_0's rmse: 0.0332021	valid_0's l2: 0.00110238
[1708]	valid_0's rmse: 0.0332019	valid_0's l2: 0.00110237
[1709]	valid_0's rmse: 0.0332021	valid_0's l2: 0.00110238
[1710]	valid_0's rmse: 0.0332019	valid_0's l2: 0.00110237
[1711]	valid_0's rmse: 0.0332019	valid_0's l2: 0.00110237
[1712]	valid_0's rmse: 0.033202	valid_0's l2: 0.00110237
[1713]	valid_0's rmse: 0.033202	valid_0's l2: 0.00110237
[1714]	valid_0's rmse: 0.0332019	valid_0's l2: 0.00110237
[1715]	valid_0's rmse: 0.0332018	valid_0's l2: 0.00110236
[1716]	valid_0's rmse: 0.0332019	valid_0's l2: 0.00110237
[1717]	valid_0's rmse: 0.033202	valid_0's l2: 0.00110237
[1718]	valid_0's rmse: 0.0332019	valid_0's l2: 0.00110237
[1719]	valid_0's rmse: 0.0332013	valid_0's l2: 0.00110233
[1720]	valid_0's rmse: 0.033201	valid_0's l2: 0.0011023
[1721]	valid_0's rmse: 0.0332007	valid_0's l2: 0.00110229
[1722]	valid_0's rmse: 0.0332006	valid_0's l2: 0.00110228
[1723]	valid_0's rmse: 0.0332011	valid_0's l2: 0.00110231
[1724]	valid_0's rmse: 0.0332009	valid_0's l2: 0.0011023
[1725]	valid_0's rmse: 0.033201	valid_0's l2: 0.00110231
[1726]	valid_0's rmse: 0.0332009	valid_0's l2: 0.0011023
[1727]	valid_0's rmse: 0.0332008	valid_0's l2: 0.0011023
[1728]	valid_0's rmse: 0.033201	valid_0's l2: 0.0011023
[1729]	valid_0's rmse: 0.033201	valid_0's l2: 0.00110231
[1730]	valid_0's rmse: 0.0332009	valid_0's l2: 0.0011023
[1731]	valid_0's rmse: 0.033201	valid_0's l2: 0.0011023
[1732]	valid_0's rmse: 0.0332007	valid_0's l2: 0.00110229
[1733]	valid_0's rmse: 0.0332006	valid_0's l2: 0.00110228
[1734]	valid_0's rmse: 0.0332003	valid_0's l2: 0.00110226
[1735]	valid_0's rmse: 0.0332003	valid_0's l2: 0.00110226
[1736]	valid_0's rmse: 0.0332005	valid_0's l2: 0.00110228
[1737]	valid_0's rmse: 0.0332001	valid_0's l2: 0.00110225
[1738]	valid_0's rmse: 0.0332002	valid_0's l2: 0.00110225
[1739]	valid_0's rmse: 0.0332002	valid_0's l2: 0.00110225
[1740]	valid_0's rmse: 0.0332004	valid_0's l2: 0.00110226
[1741]	valid_0's rmse: 0.0331999	valid_0's l2: 0.00110224
[1742]	valid_0's rmse: 0.0331998	valid_0's l2: 0.00110223
[1743]	valid_0's rmse: 0.0331996	valid_0's l2: 0.00110221
[1744]	valid_0's rmse: 0.0331997	valid_0's l2: 0.00110222
[1745]	valid_0's rmse: 0.0331996	valid_0's l2: 0.00110221
[1746]	valid_0's rmse: 0.0331994	valid_0's l2: 0.0011022
[1747]	valid_0's rmse: 0.0331993	valid_0's l2: 0.00110219
[1748]	valid_0's rmse: 0.0331989	valid_0's l2: 0.00110217
[1749]	valid_0's rmse: 0.033199	valid_0's l2: 0.00110217
[1750]	valid_0's rmse: 0.033199	valid_0's l2: 0.00110218
[1751]	valid_0's rmse: 0.0331989	valid_0's l2: 0.00110217
[1752]	valid_0's rmse: 0.0331988	valid_0's l2: 0.00110216
[1753]	valid_0's rmse: 0.0331987	valid_0's l2: 0.00110215
[1754]	valid_0's rmse: 0.0331986	valid_0's l2: 0.00110215
[1755]	valid_0's rmse: 0.0331985	valid_0's l2: 0.00110214
[1756]	valid_0's rmse: 0.0331985	valid_0's l2: 0.00110214
[1757]	valid_0's rmse: 0.0331987	valid_0's l2: 0.00110215
[1758]	valid_0's rmse: 0.0331987	valid_0's l2: 0.00110215
[1759]	valid_0's rmse: 0.0331987	valid_0's l2: 0.00110215
[1760]	valid_0's rmse: 0.0331986	valid_0's l2: 0.00110215
[1761]	valid_0's rmse: 0.0331987	valid_0's l2: 0.00110215
[1762]	valid_0's rmse: 0.0331986	valid_0's l2: 0.00110215
[1763]	valid_0's rmse: 0.0331983	valid_0's l2: 0.00110213
[1764]	valid_0's rmse: 0.0331982	valid_0's l2: 0.00110212
[1765]	valid_0's rmse: 0.0331981	valid_0's l2: 0.00110212
[1766]	valid_0's rmse: 0.033198	valid_0's l2: 0.0011021
[1767]	valid_0's rmse: 0.033198	valid_0's l2: 0.00110211
[1768]	valid_0's rmse: 0.0331979	valid_0's l2: 0.0011021
[1769]	valid_0's rmse: 0.0331978	valid_0's l2: 0.0011021
[1770]	valid_0's rmse: 0.0331976	valid_0's l2: 0.00110208
[1771]	valid_0's rmse: 0.0331973	valid_0's l2: 0.00110206
[1772]	valid_0's rmse: 0.0331973	valid_0's l2: 0.00110206
[1773]	valid_0's rmse: 0.0331971	valid_0's l2: 0.00110205
[1774]	valid_0's rmse: 0.0331971	valid_0's l2: 0.00110205
[1775]	valid_0's rmse: 0.0331969	valid_0's l2: 0.00110204
[1776]	valid_0's rmse: 0.0331967	valid_0's l2: 0.00110202
[1777]	valid_0's rmse: 0.0331965	valid_0's l2: 0.00110201
[1778]	valid_0's rmse: 0.0331966	valid_0's l2: 0.00110201
[1779]	valid_0's rmse: 0.0331966	valid_0's l2: 0.00110201
[1780]	valid_0's rmse: 0.0331965	valid_0's l2: 0.00110201
[1781]	valid_0's rmse: 0.0331963	valid_0's l2: 0.001102
[1782]	valid_0's rmse: 0.0331962	valid_0's l2: 0.00110199
[1783]	valid_0's rmse: 0.0331962	valid_0's l2: 0.00110199
[1784]	valid_0's rmse: 0.0331959	valid_0's l2: 0.00110197
[1785]	valid_0's rmse: 0.0331956	valid_0's l2: 0.00110195
[1786]	valid_0's rmse: 0.0331956	valid_0's l2: 0.00110195
[1787]	valid_0's rmse: 0.0331957	valid_0's l2: 0.00110195
[1788]	valid_0's rmse: 0.0331958	valid_0's l2: 0.00110196
[1789]	valid_0's rmse: 0.0331956	valid_0's l2: 0.00110195
[1790]	valid_0's rmse: 0.0331958	valid_0's l2: 0.00110196
[1791]	valid_0's rmse: 0.0331957	valid_0's l2: 0.00110195
[1792]	valid_0's rmse: 0.0331957	valid_0's l2: 0.00110195
[1793]	valid_0's rmse: 0.0331955	valid_0's l2: 0.00110194
[1794]	valid_0's rmse: 0.0331953	valid_0's l2: 0.00110193
[1795]	valid_0's rmse: 0.0331952	valid_0's l2: 0.00110192
[1796]	valid_0's rmse: 0.0331952	valid_0's l2: 0.00110192
[1797]	valid_0's rmse: 0.0331951	valid_0's l2: 0.00110191
[1798]	valid_0's rmse: 0.033195	valid_0's l2: 0.00110191
[1799]	valid_0's rmse: 0.0331952	valid_0's l2: 0.00110192
[1800]	valid_0's rmse: 0.033195	valid_0's l2: 0.00110191
[1801]	valid_0's rmse: 0.0331946	valid_0's l2: 0.00110188
[1802]	valid_0's rmse: 0.0331945	valid_0's l2: 0.00110187
[1803]	valid_0's rmse: 0.0331944	valid_0's l2: 0.00110187
[1804]	valid_0's rmse: 0.0331942	valid_0's l2: 0.00110185
